Tweet ID,Tweet URL,Tweet Posted Time,Tweet Type,Tweet Text,Tweet Text Length,Client,Client URL,Total Retweets,Total Likes,Total Quoted,Total Teplies,Language,Sensitive Content,Replying To Username,Mentions,Hashtags,Emojis,Symbols,Total Mentions,Total Hashtags,Total URLs,Total Media,Total Emojis,Total Symbols,Total Polls,URL,Media type,Media URL,Media Alt Text,Tweet Truncated,Original Author Twitter ID,Original Author Full name,Original Author Screen name,Original Author Location,Original Author Description (Bio),Original Author Website,Original Author Total Followers,Original Author Total Following,Original Author Total Public Lists,Original Author Total Likes,Original Author Total Tweets,Original Author Verified Account,Original Author Protected Tweets,Original Author Has NFT Avatar,Original Author Created At (UTC),Original Author Possible Email,Original Author Possible Phone
1590032437501124609,https://twitter.com/AlamedaTrabucco/status/1590032437501124609,2022-11-08 17:24:09,Tweet,Much love to everyone -- I'm sure the past few days have been dark for many and I hope the road ahead is brighter.,114,Twitter Web App,https://mobile.twitter.com,141,2201,149,838,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1589713459452997632,https://twitter.com/AlamedaTrabucco/status/1589713459452997632,2022-11-07 20:16:38,Reply,@bruddah369 @HsakaTrades @binance @cz_binance lol,49,Twitter Web App,https://mobile.twitter.com,0,51,7,20,und,,bruddah369,"bruddah369,HsakaTrades,binance,cz_binance","","","",4,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1589318807566581761,https://twitter.com/AlamedaTrabucco/status/1589318807566581761,2022-11-06 18:08:26,Quote,bonkers how people just instantly 100% believe every shitty “news” story they see,81,Twitter for iPhone,http://twitter.com/download/iphone,148,909,233,425,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1589003612428328960,https://twitter.com/AlamedaTrabucco/status/1589003612428328960,2022-11-05 21:15:58,Tweet,Ironically all I’ve done since getting Twitter Blue is to make Twitter green https://t.co/gLVytvcdqM,76,Twitter for iPhone,http://twitter.com/download/iphone,1,162,1,22,en,false,,"","","","",0,0,0,1,0,0,0,,photo,https://pbs.twimg.com/media/Fg1GXTDVUAAYXCh.jpg,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1588597451824730112,https://twitter.com/AlamedaTrabucco/status/1588597451824730112,2022-11-04 18:22:01,Reply,@aspiring__whale @rsalame7926 shit @rsalame7926 back to the drawing board,73,Twitter for iPhone,http://twitter.com/download/iphone,0,45,0,2,en,,aspiring__whale,"aspiring__whale,rsalame7926,rsalame7926","","","",3,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1588426975198072833,https://twitter.com/AlamedaTrabucco/status/1588426975198072833,2022-11-04 07:04:37,Reply,"@MarcTheBulll @GotTalentAU your instant auto-reply to my starbucks post was a lot more not-bot-seeming, this is a let down",122,Twitter Web App,https://mobile.twitter.com,0,1,0,1,en,,MarcTheBulll,"MarcTheBulll,GotTalentAU","","","",2,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1588426737393598466,https://twitter.com/AlamedaTrabucco/status/1588426737393598466,2022-11-04 07:03:40,Tweet,"Friend of mine killing it on @GotTalentAU + spreading an important message at the same time, way to go https://t.co/LqjCYl3v9p https://t.co/sFwWtcdRSU",151,Twitter Web App,https://mobile.twitter.com,6,43,0,10,en,false,,GotTalentAU,"","","",1,0,2,0,0,0,0,https://www.instagram.com/magicmike_notastripper/,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1588268823509012480,https://twitter.com/AlamedaTrabucco/status/1588268823509012480,2022-11-03 20:36:10,Tweet,"My least favorite thing about myself is that I prefer Starbucks to almost every ""nice"" coffee place I have ever had",115,Twitter Web App,https://mobile.twitter.com,4,144,5,43,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1587852355168399360,https://twitter.com/AlamedaTrabucco/status/1587852355168399360,2022-11-02 17:01:16,Reply,@cmsholdings https://t.co/QiHZS2Xxm4,12,Twitter for iPhone,http://twitter.com/download/iphone,0,22,0,3,qme,false,cmsholdings,cmsholdings,"","","",1,0,0,1,0,0,0,,animated_gif,https://video.twimg.com/tweet_video/FgkvTKhVIAATJ2q.mp4,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1587638324621377536,https://twitter.com/AlamedaTrabucco/status/1587638324621377536,2022-11-02 02:50:48,Reply,@rsalame7926 🤝,14,Twitter for iPhone,http://twitter.com/download/iphone,0,3,0,1,und,,rsalame7926,rsalame7926,"",🤝,"",1,0,0,0,1,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1587254617439670273,https://twitter.com/AlamedaTrabucco/status/1587254617439670273,2022-11-01 01:26:05,Reply,@cmsholdings https://t.co/7pNdpaoH9P,12,Twitter for iPhone,http://twitter.com/download/iphone,0,43,0,1,qme,false,cmsholdings,cmsholdings,"","","",1,0,0,1,0,0,0,,animated_gif,https://video.twimg.com/tweet_video/FgcPqNOXEAMOpub.mp4,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1587238030955450371,https://twitter.com/AlamedaTrabucco/status/1587238030955450371,2022-11-01 00:20:10,Reply,@vahrez273 I'm always taken aback by how long Boston - NYC is by train,70,Twitter Web App,https://mobile.twitter.com,0,10,0,3,en,,vahrez273,vahrez273,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1587235636091752448,https://twitter.com/AlamedaTrabucco/status/1587235636091752448,2022-11-01 00:10:39,Reply,"@cobie Back then crypto bros weren't spending six figures on pics of rocks, new market now",90,Twitter Web App,https://mobile.twitter.com,2,120,0,12,en,,cobie,cobie,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1587234629236543488,https://twitter.com/AlamedaTrabucco/status/1587234629236543488,2022-11-01 00:06:39,Reply,@theemilyaccount fuck I wrote this from my cell phone,53,Twitter Web App,https://mobile.twitter.com,0,5,0,1,en,,theemilyaccount,theemilyaccount,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1587234444578066432,https://twitter.com/AlamedaTrabucco/status/1587234444578066432,2022-11-01 00:05:55,Reply,@aranha_paul can you fix,24,Twitter Web App,https://mobile.twitter.com,0,28,0,4,en,,AlamedaTrabucco,aranha_paul,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1587233738919927808,https://twitter.com/AlamedaTrabucco/status/1587233738919927808,2022-11-01 00:03:07,Reply,@theemilyaccount so true,24,Twitter Web App,https://mobile.twitter.com,0,18,0,2,en,,theemilyaccount,theemilyaccount,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1587232227808710656,https://twitter.com/AlamedaTrabucco/status/1587232227808710656,2022-10-31 23:57:07,Tweet,I can't believe 20 years ago we had commercially available supersonic flight (Concorde) and just collectively decided not to anymore.,133,Twitter Web App,https://mobile.twitter.com,28,828,14,105,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1586907372282613761,https://twitter.com/AlamedaTrabucco/status/1586907372282613761,2022-10-31 02:26:15,Tweet,Will it be possible to pay extra for a verification badge that's better than other people's,91,Twitter Web App,https://mobile.twitter.com,7,304,10,45,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1586442894428102656,https://twitter.com/AlamedaTrabucco/status/1586442894428102656,2022-10-29 19:40:35,Quote,"Throwback, nice to see that DOGE still has insane liquidation-driven momentum :P",80,Twitter for iPhone,http://twitter.com/download/iphone,11,147,2,23,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1586435914279964672,https://twitter.com/AlamedaTrabucco/status/1586435914279964672,2022-10-29 19:12:51,Reply,@AutismCapital I think he should get another dog,48,Twitter for iPhone,http://twitter.com/download/iphone,0,31,0,8,en,,AutismCapital,AutismCapital,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1586032860297056257,https://twitter.com/AlamedaTrabucco/status/1586032860297056257,2022-10-28 16:31:15,Reply,@vkrussell @aranha_paul they were fine,38,Twitter for iPhone,http://twitter.com/download/iphone,0,2,0,0,en,,vkrussell,"vkrussell,aranha_paul","","","",2,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1585767021572026368,https://twitter.com/AlamedaTrabucco/status/1585767021572026368,2022-10-27 22:54:54,Reply,@rsalame7926 nevermind that one was definitely the real ryan,60,Twitter for iPhone,http://twitter.com/download/iphone,0,4,0,0,en,,rsalame7926,rsalame7926,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1585765413564006400,https://twitter.com/AlamedaTrabucco/status/1585765413564006400,2022-10-27 22:48:31,Reply,@rsalame7926 did the AI write this,34,Twitter for iPhone,http://twitter.com/download/iphone,0,11,0,1,en,,rsalame7926,rsalame7926,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1585419683133538304,https://twitter.com/AlamedaTrabucco/status/1585419683133538304,2022-10-26 23:54:42,Reply,"@aranha_paul I don't think it says ""not investment advice"" often enough to convincingly imitate me",98,Twitter Web App,https://mobile.twitter.com,0,10,0,0,en,,aranha_paul,aranha_paul,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1585418507696877569,https://twitter.com/AlamedaTrabucco/status/1585418507696877569,2022-10-26 23:50:02,Reply,(https://t.co/olJS5qzKQX this one),34,Twitter Web App,https://mobile.twitter.com,34,229,25,14,en,false,AlamedaTrabucco,"","","","",0,0,1,0,0,0,0,https://tweethunter.io/generate-tweets,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1585418310363271173,https://twitter.com/AlamedaTrabucco/status/1585418310363271173,2022-10-26 23:49:15,Tweet,I should let the AI tweet generator run this account (not advice of literally any kind) https://t.co/iE1YRIX0WI,87,Twitter Web App,https://mobile.twitter.com,12,234,8,35,en,false,,"","","","",0,0,0,1,0,0,0,,photo,https://pbs.twimg.com/media/FgCJgEYWQAI5TyI.png,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1585367953452961792,https://twitter.com/AlamedaTrabucco/status/1585367953452961792,2022-10-26 20:29:09,Reply,@cmsholdings is this cyberbullying,34,Twitter Web App,https://mobile.twitter.com,0,63,0,2,en,,cmsholdings,cmsholdings,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1584956368704110597,https://twitter.com/AlamedaTrabucco/status/1584956368704110597,2022-10-25 17:13:40,Reply,@cmsholdings has it been so long that you forgot the units,58,Twitter for iPhone,http://twitter.com/download/iphone,1,50,1,1,en,,cmsholdings,cmsholdings,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1583670081527029761,https://twitter.com/AlamedaTrabucco/status/1583670081527029761,2022-10-22 04:02:25,Reply,@rsalame7926 https://t.co/tOEFH8pxiB,12,Twitter Web App,https://mobile.twitter.com,0,4,0,3,qme,false,rsalame7926,rsalame7926,"","","",1,0,0,1,0,0,0,,animated_gif,https://video.twimg.com/tweet_video/FfpTiPhXoAAc1wa.mp4,Bh187 Spongebob GIF,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1582206746839302144,https://twitter.com/AlamedaTrabucco/status/1582206746839302144,2022-10-18 03:07:39,Reply,@theemilyaccount @tolstoybb might unfollow,42,Twitter for iPhone,http://twitter.com/download/iphone,0,11,0,1,en,,theemilyaccount,"theemilyaccount,tolstoybb","","","",2,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1582194866875822080,https://twitter.com/AlamedaTrabucco/status/1582194866875822080,2022-10-18 02:20:26,Reply,@theemilyaccount @tolstoybb the xkcd forums were really something,65,Twitter Web App,https://mobile.twitter.com,0,17,0,1,en,,theemilyaccount,"theemilyaccount,tolstoybb","","","",2,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1581110822390333440,https://twitter.com/AlamedaTrabucco/status/1581110822390333440,2022-10-15 02:32:50,Reply,@cmsholdings why not M!!,24,Twitter Web App,https://mobile.twitter.com,0,17,0,7,en,,cmsholdings,cmsholdings,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1580786172392927232,https://twitter.com/AlamedaTrabucco/status/1580786172392927232,2022-10-14 05:02:47,Reply,@cobie @unusual_whales sir,26,Twitter Web App,https://mobile.twitter.com,4,676,1,19,und,,cobie,"cobie,unusual_whales","","","",2,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1580757135046025216,https://twitter.com/AlamedaTrabucco/status/1580757135046025216,2022-10-14 03:07:24,Reply,"not *investment advice, I am out of practice",44,Twitter Web App,https://mobile.twitter.com,1,89,2,13,en,,AlamedaTrabucco,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1580756794699579393,https://twitter.com/AlamedaTrabucco/status/1580756794699579393,2022-10-14 03:06:03,Reply,(not financial advice etc.),27,Twitter Web App,https://mobile.twitter.com,0,63,0,2,en,,AlamedaTrabucco,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1580756793319645187,https://twitter.com/AlamedaTrabucco/status/1580756793319645187,2022-10-14 03:06:03,Tweet,"Increasingly seeing crypto trading-types express delta opinions about, e.g., the S&amp;P 500. My advice: be *super* skeptical of virtually anyone who claims to have edge delta-trading the S&amp;P 500, very few of the world's best traders believe they have any edge doing so.",276,Twitter Web App,https://mobile.twitter.com,51,835,13,64,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1579922225091600385,https://twitter.com/AlamedaTrabucco/status/1579922225091600385,2022-10-11 19:49:46,Reply,@cmsholdings a punctuation-free tweet at that!,46,Twitter Web App,https://mobile.twitter.com,0,40,0,4,en,,cmsholdings,cmsholdings,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1579652621379731458,https://twitter.com/AlamedaTrabucco/status/1579652621379731458,2022-10-11 01:58:28,Reply,@rsalame7926 I’m sorry for your loss,36,Twitter for iPhone,http://twitter.com/download/iphone,0,33,0,1,en,,rsalame7926,rsalame7926,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1577874680626778115,https://twitter.com/AlamedaTrabucco/status/1577874680626778115,2022-10-06 04:13:34,Reply,Also my friends made this! How,30,Twitter for iPhone,http://twitter.com/download/iphone,0,47,0,9,en,,AlamedaTrabucco,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1577873408729153536,https://twitter.com/AlamedaTrabucco/status/1577873408729153536,2022-10-06 04:08:30,Tweet,The happiest birthday I can remember! https://t.co/SM9dzY8V5V,37,Twitter for iPhone,http://twitter.com/download/iphone,4,525,4,66,en,false,,"","","","",0,0,0,1,0,0,0,,photo,https://pbs.twimg.com/media/FeW7gKqXwAIYtQO.jpg,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180178,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1577712827552469005,https://twitter.com/AlamedaTrabucco/status/1577712827552469005,2022-10-05 17:30:25,Reply,@cmsholdings https://t.co/dmO2J3OiGZ,12,Twitter Web App,https://mobile.twitter.com,0,28,0,0,qme,false,cmsholdings,cmsholdings,"","","",1,0,0,1,0,0,0,,animated_gif,https://video.twimg.com/tweet_video/FeUpc8iXkAwRX7N.mp4,Relaxing The Pet Collective GIF,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180175,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1576709287686311936,https://twitter.com/AlamedaTrabucco/status/1576709287686311936,2022-10-02 23:02:42,Reply,@rsalame7926 you need friends to play a game,44,Twitter for iPhone,http://twitter.com/download/iphone,0,14,0,1,en,,rsalame7926,rsalame7926,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180175,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1576677973565927425,https://twitter.com/AlamedaTrabucco/status/1576677973565927425,2022-10-02 20:58:16,Reply,(that being that she thought she had J3),40,Twitter for iPhone,http://twitter.com/download/iphone,0,83,2,39,en,,AlamedaTrabucco,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180175,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1576677763100004352,https://twitter.com/AlamedaTrabucco/status/1576677763100004352,2022-10-02 20:57:26,Tweet,Surprised that something managed to be more cringe than the chess scandal but the poker scandal takes it for me because of how obvious what actually happened is,160,Twitter for iPhone,http://twitter.com/download/iphone,5,160,4,51,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180175,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1575551238774530048,https://twitter.com/AlamedaTrabucco/status/1575551238774530048,2022-09-29 18:21:02,Reply,@shadddowfax @jackshaftoes @xNFT_Backpack dont tell me how moist he is,70,Twitter for iPhone,http://twitter.com/download/iphone,0,3,0,3,en,,shadddowfax,"shadddowfax,jackshaftoes,xNFT_Backpack","","","",3,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180175,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1575252982886645760,https://twitter.com/AlamedaTrabucco/status/1575252982886645760,2022-09-28 22:35:52,Reply,@lsv DMU draft is such a breath of fresh air after recent formats,65,Twitter for iPhone,http://twitter.com/download/iphone,0,6,0,2,en,,lsv,lsv,"","","",1,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180175,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1575237132146249728,https://twitter.com/AlamedaTrabucco/status/1575237132146249728,2022-09-28 21:32:53,Tweet,Why are journalists so excited to make my stepping down about something other than a desire to go fast over the nice water,122,Twitter for iPhone,http://twitter.com/download/iphone,42,775,48,120,en,,,"","","","",0,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180175,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
1575194917919281152,https://twitter.com/AlamedaTrabucco/status/1575194917919281152,2022-09-28 18:45:08,Reply,@RRunner144 @zackvoell @MattBallen4791 @GenesisTrading ooooooooooooooooooooooooooooooh,86,Twitter Web App,https://mobile.twitter.com,0,5,0,2,und,,RRunner144,"RRunner144,zackvoell,MattBallen4791,GenesisTrading","","","",4,0,0,0,0,0,0,,,,,false,1260642356753129472,Sam Trabucco,AlamedaTrabucco,"",Former CEO + crypto quant trader @ https://t.co/HgMj6usiBe. Sports were too hard so I did math instead. Not investment advice.,,180175,171,3706,7219,3802,true,false,false,2020-05-13 18:47:10,"",""
